Client_ID,Balance_Limit_V1,Gender,EDUCATION_STATUS,MARITAL_STATUS,AGE,PAY_JULY,PAY_AUG,PAY_SEP,PAY_OCT,PAY_NOV,PAY_DEC,DUE_AMT_JULY,DUE_AMT_AUG,DUE_AMT_SEP,DUE_AMT_OCT,DUE_AMT_NOV,DUE_AMT_DEC,PAID_AMT_JULY,PAID_AMT_AUG,PAID_AMT_SEP,PAID_AMT_OCT,PAID_AMT_NOV,PAID_AMT_DEC,NEXT_MONTH_DEFAULT
A5189,400000,1,0,1,0,2,2,2,2,2,2,262832,266336,264375,264848,267313,269554,13398,8085,10395,9240,9240,10395,0
A5190,100000,1,2,1,0,0,0,0,0,0,0,62211,64197,66510,67270,67840,30432,3691,3694,2144,1386,1448,3465,0
A5191,300000,0,2,1,1,1,-2,-2,-1,2,0,0,0,0,3183,2793,7332,0,0,3183,0,4620,4620,0
A5192,200000,1,2,0,1,-1,-1,-1,0,-1,-1,901,901,1802,901,901,901,901,1802,0,901,901,2703,1
A5193,1000000,0,0,0,1,-1,-1,-2,-2,-2,-2,9522,0,0,0,0,0,0,0,0,0,0,0,0
A5194,1500000,0,0,0,1,2,0,0,0,0,0,455604,405634,408748,412675,407438,398858,19635,19268,15246,15997,16690,15368,1
A5195,1500000,0,2,1,1,-2,-1,-1,-1,0,0,10494,20150,39404,45872,46140,52608,20792,23100,6930,23100,13860,23100,0
A5196,200000,0,2,1,0,0,0,0,0,0,0,109968,109847,109044,105535,100783,108360,5313,4620,4620,4620,9240,0,0
A5197,200000,0,0,1,0,0,0,0,0,-1,0,38720,44181,32151,19032,14729,23278,9307,9312,6930,14729,11550,0,0
A5198,200000,0,2,0,1,0,0,0,0,0,0,110813,110018,110303,111328,111136,112414,4821,4851,4389,4389,4389,4389,0
A5199,100000,1,2,0,2,0,0,2,0,0,0,38921,43165,43606,44472,44849,46094,4888,1848,1575,1619,1982,910,0
A5200,200000,0,1,1,0,1,2,2,0,0,0,160189,163696,158570,66826,66059,65227,7392,30,2328,2548,2541,1964,0
A5201,200000,0,0,1,1,0,0,0,0,0,0,128083,111504,94911,58947,60698,62398,5031,3490,2772,3003,3003,2892,1
A5202,1000000,1,0,1,1,0,0,0,0,0,0,505051,515610,369438,327637,492972,514393,23179,12936,24839,231000,29621,20582,0
A5203,200000,1,1,0,2,2,2,0,0,2,0,52340,52444,54273,56246,55348,56664,1617,3571,3234,0,2079,0,0
A5204,1000000,1,2,0,1,-1,-1,-1,0,0,-1,30492,22737,35666,104026,149510,8741,22784,35666,80926,69300,8949,58556,0
A5205,1500000,0,0,0,1,-1,-1,-1,-1,-1,-1,4973,22797,9367,6930,6930,18626,22797,9390,6930,6930,18626,13860,0
A5206,100000,0,1,0,2,-2,-2,-2,-2,-2,-2,0,4458,4458,4786,9406,0,4458,4458,4786,9406,0,0,0
A5207,400000,0,0,0,2,0,0,0,0,0,0,121522,123696,129854,132238,135003,138330,6547,8085,5775,5098,5775,5313,0
A5208,300000,1,2,1,1,0,0,0,0,0,0,252231,256264,251487,99808,99224,101268,11550,8810,4620,3696,3696,3696,0
A5209,200000,0,0,1,1,0,0,0,2,0,0,70954,68764,71968,69586,69263,68443,3696,9933,0,2541,3465,3465,0
A5210,200000,0,2,0,1,-1,-1,-1,-1,-1,-1,1294,2590,450,455,455,455,2590,450,455,455,455,455,0
A5211,100000,1,0,1,0,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
A5212,200000,1,2,1,0,2,2,-1,0,0,0,114033,113021,114444,45389,46348,45486,2772,115937,1575,1640,1594,1601,0
A5213,500000,1,0,1,0,1,-2,-2,-2,-2,-1,0,0,0,0,0,19104,0,0,0,0,19104,0,0
A5214,1500000,0,2,0,1,-2,-2,-2,-2,-2,-2,795,13299,4204,5331,1864,11471,13299,4204,5331,1864,11471,7484,0
A5215,1000000,1,1,0,2,0,0,2,0,0,2,69168,75655,42185,41943,43989,41023,9933,0,2310,4620,0,2310,0
A5216,1000000,0,0,1,1,0,-1,-1,-1,0,0,25017,6350,7459,7152,14722,24327,6350,7459,8085,9240,11550,9240,0
A5218,200000,0,2,0,1,0,0,0,-1,-1,2,24821,19573,10141,44366,47323,35232,2772,2310,44366,3465,0,797,0
A5220,200000,0,2,0,2,0,0,2,0,0,0,179519,182603,182966,180252,180857,182190,11550,6930,6930,6930,6930,11550,1
A5221,400000,1,0,1,1,0,0,0,0,0,-2,391041,400152,311462,162806,0,0,23391,13091,21305,0,0,0,0
A5223,1000000,1,1,1,2,0,0,-2,-2,-1,0,84454,0,0,0,4059,50051,0,0,0,4059,46200,23465,0
A5225,200000,1,2,1,0,2,2,2,0,0,0,116105,117902,80956,66743,66463,63574,4641,12,2772,4620,2541,7866,0
A5226,200000,0,0,1,0,0,0,0,2,0,0,133271,128806,136306,130497,132975,130674,6237,11088,0,4851,5082,5775,0
A5227,200000,0,2,1,2,0,0,-2,-2,-2,-2,48048,0,0,0,0,0,0,0,0,0,0,0,0
A5228,1000000,0,0,0,2,0,0,0,0,0,0,494340,207923,182227,184442,183236,179690,7364,7581,6232,6357,6567,5800,0
A5229,1000000,0,1,1,2,-1,-1,-1,-1,0,0,8036,8036,8036,29129,55306,78963,8036,8036,29129,34650,32765,38868,1
A5230,1000000,0,0,1,0,0,0,0,0,0,0,35061,53962,51049,43855,45419,51453,27736,18480,2310,2310,11550,11550,0
A5233,200000,1,2,0,1,1,2,0,0,0,2,67621,68154,73936,79635,87561,88083,2310,6930,6930,9240,2310,23100,0
A5235,400000,0,0,1,0,-1,-1,-1,-1,-1,-1,16886,10986,4433,18813,6858,19963,10986,4433,18813,6858,19963,0,0
A5239,1000000,1,0,0,1,0,0,0,0,0,0,123282,170834,81310,71924,66618,33689,70009,11652,11633,11737,4671,4680,0
A5240,1000000,0,2,1,0,0,0,0,0,0,0,590977,597879,588715,596488,591494,593300,21772,20790,21192,22153,21945,21714,0
A5241,200000,0,2,1,1,0,0,0,0,0,0,105939,110111,111155,19074,18565,21876,8517,11550,2310,714,4620,2310,0
A5242,400000,0,0,1,1,0,0,0,2,2,2,95435,97891,101462,99448,101892,99914,4001,5262,6930,4371,0,3631,0
A5243,100000,0,2,1,2,1,2,2,2,2,2,11700,11180,14091,13527,14858,14280,0,3465,0,1899,0,5867,1
A5244,200000,0,0,1,0,0,0,0,0,0,0,124024,125604,110330,102765,105378,107891,5100,4158,4620,4620,4620,6930,0
A5245,400000,0,0,1,1,0,0,0,0,0,0,371547,354684,364682,331924,310432,318868,13860,16690,11550,11550,13629,11532,0
A5246,1000000,0,2,0,1,-2,-2,-2,-2,-2,-2,14253,0,0,0,0,0,0,0,0,0,0,0,0
A5247,1000000,0,0,1,0,-2,-2,-2,-2,-2,-2,7166,3463,735,5747,432,1402,3479,737,5747,432,1402,4493,0
A5248,200000,1,2,1,0,0,0,2,0,0,0,56618,59614,61395,64278,68635,70601,4620,3465,4620,5775,3465,2772,0
A5249,100000,0,2,0,0,0,0,0,2,0,0,27009,33507,39875,38554,41033,43798,6930,6930,0,3465,3465,3465,1
A5250,1000000,0,0,1,1,0,0,0,0,0,0,50838,54620,57628,60575,63855,67048,4620,4620,4620,4620,4620,4620,0
A5251,100000,0,2,1,1,0,0,0,0,0,0,15452,17840,20166,20642,20776,21354,3003,2989,1155,809,924,924,0
A5253,1000000,0,0,1,0,-2,-2,-2,-2,-2,-2,10178,10614,-30,6158,3728,14012,9714,11550,6188,3747,14045,8302,0
A5254,500000,1,0,0,2,-1,-1,-1,-1,-1,-1,730,730,730,730,730,730,730,730,730,730,730,730,0
A5255,200000,1,2,1,0,0,0,3,2,0,0,142670,162259,157327,98475,29861,62795,21945,0,0,3627,35075,4620,1
A5256,500000,0,2,0,1,0,0,0,-2,-2,-2,48120,3550,-99,-99,-99,-99,2310,0,0,0,0,0,0
A5257,1000000,0,1,1,2,0,0,0,0,0,0,428369,441076,448512,455733,398616,382095,23100,18480,16517,16302,17085,9379,0
A5258,200000,0,1,1,0,-1,-1,-1,-1,-1,-1,1319,9120,10845,901,2978,2160,9129,10845,901,2978,2160,901,0
A5259,1000000,0,0,1,1,-1,-1,-1,-1,-1,-1,381,381,381,381,381,728,381,381,381,381,728,300,0
A5261,100000,0,2,1,0,1,2,0,0,2,2,85216,83213,85454,88766,92111,90718,0,4595,5597,4620,0,2310,1
A5262,200000,0,2,0,1,0,0,0,-1,-1,-1,63370,29836,15036,10203,0,10005,2682,2310,12137,9623,19628,10808,0
A5265,200000,1,2,1,2,0,0,0,0,0,0,106468,111672,115863,43139,42832,39568,6930,6930,2328,2310,2310,2310,0
A5266,1000000,0,2,1,2,0,0,0,0,0,0,360910,360561,353555,182737,161799,165682,23100,23100,23100,5775,6930,6930,0
A5267,1000000,1,0,0,1,-1,-1,-1,-2,-2,-2,21622,22292,0,0,0,0,22292,0,0,0,0,0,0
A5268,400000,0,2,0,1,-1,-1,-1,-1,-1,-1,1550,1550,1550,1550,1550,3447,1550,1550,1550,1550,3447,0,0
A5269,300000,1,2,1,0,0,0,0,0,0,0,229505,209094,181298,172446,173830,174735,8085,8085,6930,6930,6630,6930,0
A5270,1000000,0,1,0,1,0,0,0,0,0,0,42449,46362,49499,52569,56322,66454,4620,4620,4620,4620,11550,9240,0
A5271,100000,0,2,1,1,0,0,0,0,0,0,15535,18117,24486,43105,16309,0,4620,6930,18619,0,0,0,0
A5272,400000,0,0,1,0,0,0,0,0,0,0,28468,31109,33250,35225,36958,38699,3119,2675,2541,2310,2368,3493,0
A5273,400000,1,1,0,1,0,0,0,0,0,0,324453,289415,270878,179016,184373,179974,12012,11564,11550,11550,6930,11550,0
A5274,200000,0,2,0,1,0,0,0,2,2,2,129743,134031,141675,128357,137055,139914,6376,11414,0,10799,5454,0,1
A5275,100000,1,0,1,0,-1,-1,-1,-1,-2,-2,23754,0,1733,0,0,0,0,1733,0,0,0,0,1
A5276,200000,1,2,0,2,0,0,0,0,0,0,153578,138223,123278,111236,99824,102169,6309,4754,3927,3615,3996,4186,0
A5278,500000,0,2,0,1,0,0,0,-2,-2,-1,194082,55331,0,0,0,552,4620,0,0,0,552,746,0
A5279,1000000,1,2,1,0,0,0,0,0,0,0,737049,746867,688546,417837,405544,303511,29247,25773,13236,13638,13606,5692,0
A5280,200000,0,1,0,2,0,0,0,0,0,0,86011,87646,87787,26854,42601,22506,4535,4678,1298,783,2772,1386,0
A5281,100000,1,2,1,1,0,0,-1,0,0,-2,19945,7374,3123,30843,0,0,2310,1562,13860,277,0,0,0
A5282,200000,1,2,1,2,0,0,0,0,0,0,112557,113306,114539,45717,42777,44070,4851,3696,1617,1548,2000,1428,1
A5283,400000,0,2,0,1,0,0,0,0,0,0,307447,306715,304162,308376,296856,286521,11562,10633,11555,10407,10164,9933,0
A5284,200000,0,2,0,1,-1,-1,-1,-1,-1,-1,1358,1358,2139,1485,1485,1485,1358,2139,1485,1485,1485,1485,0
A5285,200000,1,2,0,1,2,2,4,4,3,2,1386,1386,1386,1386,693,347,0,0,0,0,0,2310,1
A5288,500000,0,2,1,2,0,0,0,0,0,0,184248,183680,186168,199159,203444,209845,8085,6930,16170,7854,10164,15015,0
A5289,500000,0,2,0,1,1,-2,-1,-1,-1,-1,0,0,13456,0,7431,19111,0,13456,0,7431,19111,11915,0
A5290,200000,0,2,0,1,0,0,0,0,0,0,131601,135939,47681,51349,57075,62959,6930,4620,5149,6930,6930,7635,0
A5291,500000,0,2,0,1,0,0,0,2,0,0,236657,242104,256521,248976,256130,262568,12705,21945,0,11550,11550,11550,0
A5292,300000,0,2,1,0,0,0,0,0,0,0,74652,77376,79651,69536,69808,77438,4620,4620,4620,6930,13860,0,0
A5293,200000,1,2,0,2,0,0,0,0,0,0,113264,112645,114394,112797,114872,115837,6004,5904,3846,3696,4158,4620,0
A5294,100000,1,0,1,1,0,0,0,0,0,0,40640,88884,45514,45500,39970,3590,3400,3234,910,799,72,0,0
A5295,100000,1,2,1,0,0,0,0,0,0,2,39141,19083,21372,22153,23398,20633,5304,2631,1102,1917,0,2867,1
A5296,1500000,1,0,1,1,0,0,0,0,0,0,22102,18967,15824,30441,39406,40490,11582,11573,30051,23181,23116,11608,0
A5297,1500000,0,0,0,1,-2,-2,-1,-1,-2,-1,289,-41783,3844046,281259,224336,871371,10085,3890638,281430,225618,876107,61813,0
A5298,200000,1,2,1,0,0,0,0,0,0,0,116064,41550,43828,44742,45666,44779,3234,3005,1617,1617,1617,1617,0
A5299,500000,0,2,0,0,0,0,0,0,0,0,142107,153710,124421,85599,45715,48145,58069,5934,1832,113,34846,103259,0
A5300,1000000,0,0,1,1,1,-1,-1,-1,-1,-1,-18,5495,0,27374,347,1060,5514,0,27374,693,1060,120,0
A5301,1000000,0,0,0,2,-1,-1,-1,-1,-1,-1,13583,42430,1365,31541,104789,6098,42430,1365,31559,104789,6098,66212,0
A5302,300000,1,2,1,1,-1,-1,-1,0,0,-1,855,855,2130,1275,420,721,855,2130,0,0,1155,1386,0
A5304,500000,0,0,1,0,0,0,0,0,2,0,141139,148210,176930,217112,116175,24278,9610,33710,46547,0,13257,27836,0
A5306,1000000,1,2,1,1,0,0,0,0,0,0,832402,824991,628486,617410,590621,604234,30261,23100,23100,18942,20790,20790,0
A5307,1500000,1,2,0,1,0,0,0,0,0,0,875227,882961,634294,632289,389046,387237,34782,25491,25491,16237,18561,23996,0
A5308,400000,0,2,1,0,0,0,0,0,0,0,30118,366655,359916,226750,228822,233273,358050,11550,11550,8170,11550,9240,0
A5310,400000,1,2,1,1,0,0,-2,-2,-2,-2,308154,0,0,0,0,0,0,0,0,0,0,0,0
A5311,300000,0,1,1,1,0,0,0,0,-1,-1,196419,114320,116479,119111,1802,0,4204,5331,6930,1802,0,0,0
A5312,200000,1,2,0,2,0,0,2,0,0,0,71086,89810,60356,67306,69954,70508,23183,35,11557,6937,4636,2326,0
A5317,200000,0,0,1,0,2,0,0,0,0,2,24537,26893,29187,35581,38478,37514,3465,3465,6930,3465,0,6930,1
A5318,200000,0,2,1,0,-1,-1,-2,-2,-2,-2,714,-178,-178,-624,-1070,-1515,0,0,0,0,0,0,1
A5319,1000000,0,2,0,1,-1,-1,-1,-1,-1,0,26540,20499,8240,3594,18369,24934,20499,8240,3594,18369,9240,4620,0
A5320,100000,0,1,0,2,0,0,0,2,0,0,26738,28531,31197,29284,30018,31053,3696,4620,0,2310,2310,2310,0
A5321,1500000,1,2,1,1,-1,-1,-1,-1,-1,-1,2007,5766,4444,2255,2278,2772,5791,4465,2264,2287,2786,2469,0
A5322,200000,0,0,1,0,-1,-1,2,-1,0,-1,7939,39113,5315,14368,5144,24061,39178,0,14384,0,24061,0,0
A5323,100000,0,2,0,1,2,2,2,0,0,0,39619,39009,39968,41647,42416,43125,693,2310,2310,2310,2310,2310,0
A5326,500000,1,0,0,2,-1,-1,-1,-1,-1,-1,1333,0,5706,0,3119,2324,0,5706,0,3119,2324,0,0
A5329,500000,0,0,1,1,-1,-1,-1,-1,-1,-1,1536,6048,2225,3370,2375,2028,6048,2225,3370,2375,2028,2028,0
A5330,400000,1,2,1,1,-2,-2,-2,-2,-1,-1,14264,17103,18085,5124,9175,8415,17133,18161,5124,11240,8415,6311,0
A5331,200000,1,1,0,1,0,0,0,0,0,0,110506,113758,116369,21732,22188,22652,5036,5336,776,804,832,806,0
A5332,100000,0,2,1,2,0,0,2,0,0,0,19834,23195,24419,25398,25800,27671,3696,2310,1386,1155,2310,1155,0
A5333,100000,0,2,0,0,0,0,0,0,0,0,42677,43874,46138,46387,46875,46868,3234,3003,1617,1848,2310,2310,0
A5334,1500000,0,0,0,1,0,0,0,0,0,0,1119883,1097901,1121530,1129128,1156670,1182501,43890,46283,46200,46200,46329,39240,0
A5335,200000,0,1,1,0,0,0,0,0,0,0,184828,181908,177228,162555,149018,119415,6953,6237,5313,5775,4620,3234,0
A5337,100000,1,2,1,1,0,0,0,0,0,0,61880,65493,199244,65491,65999,54054,4622,3696,1386,2310,1081,0,0
A5338,200000,0,2,0,1,0,0,0,0,0,0,105368,102072,67574,32800,34569,36295,5660,4851,2310,2310,2310,2310,1
A5339,100000,1,1,1,0,2,2,4,4,4,4,3812,3812,3812,3812,3812,3812,0,0,0,0,0,0,1
A5340,300000,0,2,0,1,2,0,0,0,0,0,166269,170282,172375,167630,178404,181982,8085,6468,6930,13860,6930,4620,0
A5342,100000,0,1,0,2,2,2,-1,-1,-1,2,1802,0,901,1247,2495,1247,0,901,1247,2495,0,1802,0
A5344,100000,1,1,1,1,0,0,2,0,0,0,23375,23534,20996,21416,22218,19672,6930,0,681,1060,3465,4620,0
A5345,500000,0,0,0,1,-1,-1,-1,0,0,-1,24322,4472,58866,38732,46064,45426,4481,58935,11012,17420,45426,13012,0
A5346,200000,0,2,1,0,1,2,0,0,0,0,117967,106322,105726,107824,110113,117265,0,7286,3855,4022,9009,0,0
A5347,400000,0,1,1,0,0,0,0,0,0,0,232035,240217,241307,101201,102643,104530,12590,9702,4181,4077,4620,3846,0
A5349,1000000,1,0,1,0,2,0,0,2,2,2,473850,489859,520817,270074,268009,263342,23042,44477,0,19635,0,18480,1
A5350,200000,0,0,1,0,1,2,0,0,2,2,185865,180778,152617,117228,118942,116946,85,4902,8316,3696,42,4158,1
A5351,100000,1,1,1,0,0,0,0,0,0,2,28154,29808,32841,33172,37283,37623,2818,3541,1562,5029,1291,0,1
A5352,1500000,1,0,0,1,-1,-1,-1,-1,-1,-1,58522,15787,6731,-788,89750,0,15863,6766,0,90538,0,0,0
A5355,1000000,1,2,1,0,0,0,0,0,0,0,370332,378145,386029,394296,402608,411198,10857,11088,11550,11550,12012,9471,0
A5356,200000,0,2,0,1,0,0,0,0,0,0,133273,135495,138023,139991,124366,126147,6468,6930,6468,4851,4904,4851,0
A5357,1500000,1,0,0,1,-1,-1,-1,-1,-1,-1,4377,2509,1709,0,4315,4350,2509,1709,0,4315,4350,1435,0
A5358,1000000,0,0,1,0,-1,-1,-1,0,-1,-1,4657,2733,3019,1848,9466,2728,4620,5775,0,9471,2772,11550,0
A5359,1000000,0,2,1,1,0,0,0,0,0,0,172474,146777,152763,134973,167745,154278,6930,23100,23100,46535,27131,1585,0
A5360,400000,0,2,1,1,0,0,0,0,0,0,323920,325121,323222,325283,323250,320887,12037,11550,11550,11550,11550,13860,0
A5361,100000,1,0,1,0,0,0,0,0,0,0,33620,35281,38383,38445,40129,41742,2911,3696,1386,2310,2310,2310,0
A5362,1000000,1,2,0,1,0,0,0,0,0,0,304659,308246,310168,314809,320367,274597,11562,11566,11550,11568,11550,9252,0
A5363,200000,0,1,1,0,0,0,0,0,0,0,76782,76690,77979,53897,54936,38845,13883,11568,6960,11631,11552,11555,0
A5364,1500000,0,2,0,2,-1,-1,-1,-1,-1,-1,17540,20005,0,70450,2712,0,20044,0,70450,2712,0,1848,0
A5365,200000,0,1,1,1,2,0,0,2,2,2,164391,166604,177168,184012,184982,184008,6237,13398,11088,4158,2310,6468,0
A5366,200000,1,1,1,2,0,0,0,0,0,0,105232,95569,95967,30046,37498,34539,4546,4257,1003,11550,1344,1568,1
A5367,100000,1,2,1,0,1,2,0,0,0,0,48122,46669,46075,43975,44428,34105,0,2978,1134,5974,11550,457,0
A5368,500000,0,0,0,1,-2,-2,-2,-2,-2,-2,15128,21689,42677,2347,11398,17900,21763,32497,7,11430,17949,55251,0
A5369,300000,0,2,0,1,0,0,0,0,0,2,90090,92684,95211,97466,103308,101695,4389,4389,4158,7392,0,4620,0
A5370,1000000,0,2,0,1,0,0,0,0,0,0,391910,401381,410538,416105,426010,435040,18480,18480,15015,16170,16632,12705,0
A5371,1500000,1,2,0,1,-1,-1,-1,-1,-1,-1,6939,13717,8547,33095,34396,15447,13793,8575,33142,34426,15493,59975,0
A5372,100000,1,1,0,1,1,2,2,3,2,2,16699,16096,20515,19852,19201,21347,0,4701,0,0,2469,2310,1
A5373,1000000,1,2,1,0,0,0,0,0,-1,-1,42654,48480,40552,41125,4278,4722,6981,2310,4745,4290,4779,14615,0
A5374,500000,1,0,1,1,0,0,0,0,0,0,317630,293402,279108,259207,255015,261922,14119,9707,9702,9702,11550,9702,0
A5376,1000000,0,0,1,0,-2,-2,-2,-2,-2,-2,53333,26861,19764,10575,11051,27577,27720,19861,10628,11106,27713,8565,0
A5377,200000,0,2,1,0,0,0,0,0,0,0,46128,62987,45814,55472,63361,67427,18480,7628,11550,15015,23100,46200,0
A5378,1000000,0,0,0,1,-1,0,0,0,0,0,25038,38496,30120,21804,26283,30136,23100,8085,0,11550,11550,11550,0
A5380,400000,1,2,1,1,0,0,-2,-2,-1,-1,331832,0,0,0,2310,0,0,0,0,2310,0,11550,0
A5381,100000,1,2,1,0,1,2,0,0,0,0,40845,42954,44923,44611,41550,41169,3465,3465,2310,2310,2310,2310,0
A5382,200000,1,0,1,0,-1,-1,-1,-1,-1,-1,901,0,1552,-249,6537,0,0,1552,0,6787,0,0,1
A5383,100000,0,2,0,1,0,0,0,0,0,0,88914,85195,87706,83518,85315,87008,6930,4620,3465,3465,3465,4620,0
A5386,200000,0,2,0,2,-1,-1,2,-1,-1,-1,2492,16583,14964,17387,7069,3442,17674,0,17406,7069,3442,2529,0
A5387,200000,0,1,0,1,1,-1,-1,-1,-1,-1,-97,60677,60919,17302,11908,0,60774,61166,17302,11908,0,29462,1
A5388,200000,1,2,1,0,-1,-1,0,0,-1,-1,5001,34179,48085,27267,3280,0,34650,46893,21945,3280,0,0,1
A5389,200000,1,1,1,0,0,0,0,0,-1,-1,16627,19453,21257,22638,2310,0,3465,2310,1381,2310,0,0,1
A5390,500000,0,0,1,1,0,0,0,0,0,0,173719,180062,172938,168089,162726,159397,9240,9240,11578,9240,6930,9240,0
A5391,500000,1,0,1,1,2,2,2,2,2,2,362973,384823,388972,379260,390457,397514,31185,13860,0,17325,13860,9240,1
A5394,100000,0,0,1,0,-1,-1,-1,-1,-1,0,1811,901,17279,0,4165,2363,901,17279,0,4165,0,0,0
A5396,1500000,0,2,0,2,-1,-1,-1,-1,-1,-1,6419,52194,1744,16170,0,10028,52194,1760,16170,0,10028,2451,0
A5398,1000000,1,2,0,2,0,0,0,0,0,0,543952,499960,469748,270898,89145,65604,25410,19866,11550,4389,2218,5775,0
A5399,200000,0,0,1,0,1,2,2,0,0,2,29762,33222,32014,32414,34308,33412,4620,0,1617,2772,0,3153,1
A5400,400000,0,0,1,0,-1,0,0,-2,-2,-2,5149,36925,0,0,0,0,36914,0,0,0,0,0,1
A5401,1500000,0,2,1,2,-1,-1,-1,0,0,-1,64428,20721,889877,903319,0,347,20748,889877,18067,0,347,839,0
A5402,1500000,1,0,0,2,-1,-1,-1,0,-1,-1,16828,65581,30349,15368,16357,10744,66366,33696,65,16433,10792,7193,0
A5403,200000,1,0,1,1,0,0,0,0,0,0,112171,108588,35655,23643,21065,19027,5944,4620,1155,1060,1155,1155,0
A5405,400000,0,1,0,1,0,0,2,2,2,2,55433,61753,62236,60545,64638,63255,7946,2174,0,5075,0,2102,1
A5406,400000,0,1,1,0,0,0,2,0,0,0,7117,18473,20120,22081,24026,25569,11550,2310,2310,2310,2310,3229,0
A5407,200000,0,0,1,0,0,0,0,0,0,0,101351,104070,103807,93913,94548,92737,5082,4620,4620,4620,6930,6930,0
A5409,200000,0,2,1,1,0,0,0,0,0,0,120527,90337,91354,91372,92899,94800,4620,4620,3465,4620,5082,4620,0
A5412,1000000,1,0,0,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
A5413,200000,1,2,1,2,0,0,0,0,2,0,56091,54216,53816,52081,45191,46724,3465,3465,4967,0,2310,2310,0
A5414,1000000,0,0,1,0,-2,-2,-2,-2,-2,-2,142250,143848,3377,1437,2502,1437,6611,3377,1437,2502,1437,2014,0
A5415,1000000,0,0,0,1,0,0,0,0,0,0,544317,455077,459246,432952,409655,416969,17706,15008,12832,11612,11700,12384,0
A5416,1500000,1,2,1,3,-1,-1,-1,-1,-1,-1,10187,6149,5851,4207,5770,8367,6193,5884,4218,5787,8385,7159,0
A5417,100000,1,2,0,1,0,0,0,0,0,0,68660,70289,61349,62982,64571,65733,4620,4620,3465,3465,3465,3465,0
A5418,1000000,0,2,0,1,0,0,0,0,0,0,689868,686082,700524,699711,702589,692905,30030,30030,25410,25641,25410,36960,0
A5419,500000,1,0,0,2,0,0,0,0,0,0,419551,422187,417576,326523,328200,327315,20839,14151,11217,11527,11857,11555,0
A5420,100000,1,2,1,2,3,2,2,0,0,0,68778,71141,67489,68563,67732,64837,4158,0,2772,2310,2416,2088,1
A5421,500000,1,0,1,1,-1,-1,0,0,0,0,4160,21906,139919,133957,22102,189,22074,138658,11624,11675,11550,6930,0
A5422,200000,0,1,0,1,0,0,0,0,0,-1,121173,48337,34916,28794,15997,13973,26565,6930,9240,2911,14091,0,0
A5424,300000,0,0,1,0,-1,-1,-1,-1,-1,-1,9018,919,2151,13821,4643,3264,924,2151,13821,4643,3264,8443,0
A5425,1000000,1,0,0,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
A5426,1000000,0,0,0,2,1,-1,-1,-1,-2,-1,0,513,4389,0,0,12555,513,4389,0,0,12555,16170,1
A5427,200000,0,2,0,2,-1,-1,-1,-1,-1,-1,28910,21056,2767,457,2767,25867,21056,2767,457,2767,25867,67817,1
A5428,200000,0,1,0,2,0,0,2,0,0,0,81809,89951,83897,52063,53160,54204,16078,0,2310,2310,2310,2310,0
A5429,300000,1,2,0,1,0,0,2,2,2,0,40575,45507,42287,42132,39392,38699,7353,0,2943,0,1742,1617,0
A5430,300000,1,1,1,1,0,0,0,0,0,0,196269,196366,196269,183934,183345,187420,7577,6729,6445,6586,7052,5678,0
A5433,200000,1,2,1,0,-1,0,0,0,0,0,179489,45223,50896,132876,136149,140425,4620,6468,83160,5775,6930,11550,0
A5434,300000,0,0,1,0,-1,-1,-1,-1,-1,-1,39312,8529,11635,13627,9538,39838,8529,11635,13627,9538,39838,9751,0
A5435,300000,1,1,0,2,2,0,0,-1,-1,-2,87043,63904,41665,3918,-9,6674,3509,11631,15477,0,6683,702,1
A5437,400000,1,0,0,1,1,-2,-1,-1,-1,-2,-462,-462,3696,12546,0,0,0,4158,12546,0,0,0,0
A5439,200000,1,1,1,1,0,0,0,0,0,0,181478,131386,133428,135613,129868,139670,4851,4851,4851,4851,12705,12012,0
A5440,300000,0,2,0,1,2,2,2,2,2,0,65565,63878,66997,68023,63989,65338,0,4620,2310,0,2310,2310,0
A5441,300000,0,2,1,1,0,0,2,0,0,0,50896,55595,56299,56988,59175,61296,5544,2310,2310,3465,3465,3465,0
A5442,1000000,0,2,0,1,-2,-2,-2,-2,-2,-2,42010,18374,26817,23262,11732,9439,22056,26851,23262,11732,9439,2749,0
A5443,400000,1,2,1,1,0,0,0,0,0,0,405054,354998,254647,108505,67094,46443,21492,6748,34650,2626,1386,0,0
A5444,200000,1,0,0,2,0,-1,0,0,0,0,6429,2559,49434,48510,48510,0,2772,48510,0,0,0,0,0
A5445,400000,1,2,0,2,3,3,3,2,0,0,443940,433633,438112,428452,437401,446112,0,15015,0,15008,15098,15616,1
A5446,200000,1,2,0,1,0,0,0,0,0,0,34858,37933,39603,40739,41234,42070,3643,3003,1795,1495,1520,1873,0
A5448,1000000,0,0,0,0,0,0,-1,0,0,0,49455,41194,448239,450429,445368,411915,2310,448239,15084,16170,16170,23100,0
A5449,200000,1,0,1,2,0,0,0,0,0,0,110312,112377,20485,20892,21331,21756,5267,3465,746,774,778,1155,0
A5450,1000000,1,0,0,2,0,0,0,0,0,0,737451,826476,864663,858317,836756,813492,346590,69372,63301,35038,81393,57930,0
