Client_ID,Balance_Limit_V1,Gender,EDUCATION_STATUS,MARITAL_STATUS,AGE,PAY_JULY,PAY_AUG,PAY_SEP,PAY_OCT,PAY_NOV,PAY_DEC,DUE_AMT_AUG,PAID_AMT_JULY,PAID_AMT_AUG,PAID_AMT_SEP,PAID_AMT_OCT,PAID_AMT_NOV,PAID_AMT_DEC,Ability_to_pay_AUG,Ability_to_pay_SEP,Ability_to_pay_OCT,Ability_to_pay_NOV,Ability_to_pay_DEC,AVG_PAID_AMT,NEXT_MONTH_DEFAULT
A6264,1000000,1,2,1,0,-2,-2,-2,-2,-2,-2,1940,1940,0,7988,1153,11966,0,-1940,15976,-5682,22779,-11966,3841.1666666666665,0
A6265,1000000,0,0,0,2,2,-1,-1,-1,-1,-1,1910,1910,1910,1910,1744,0,3987,0,0,-166,-1744,4153,1910.1666666666667,0
A6266,300000,0,2,0,1,0,0,0,0,0,0,207161,9009,8055,3763,9240,6930,1878,-207161,-207614,-115320,-106958,-104943,6479.166666666667,0
A6267,1000000,1,2,1,0,0,0,0,0,0,0,741764,26912,28875,27489,24262,25147,23192,-741764,-750805,-744388,-687541,-696638,25979.5,0
A6269,300000,1,2,1,0,1,2,0,0,2,2,196662,0,7392,15708,8085,8085,0,-211446,-198715,-211088,-231608,-219632,6545.0,1
A6270,1000000,0,0,1,0,1,-2,-1,0,0,-1,323,323,28937,584,5325,550,550,57551,-28353,-29198,-34200,0,6044.833333333333,0
A6271,200000,0,0,0,2,0,0,0,0,0,0,61009,4100,4193,1605,1661,1672,1733,-61009,-63412,-44886,-45823,-46736,2494.0,0
A6272,100000,0,0,1,0,2,2,7,7,7,6,5544,0,0,0,0,0,0,-5544,-5544,-5544,-5544,-4158,0.0,1
A6274,500000,1,0,0,1,0,0,0,0,0,2,146445,5313,6930,6930,11550,0,6930,-146445,-148187,-152772,-161973,-169217,6275.5,0
A6275,400000,0,2,0,1,-1,-1,-1,0,0,0,8501,8512,9734,176,155,159,3179,1233,-9558,-8755,-7755,-7914,3652.5,0
A6276,1000000,1,2,0,2,-1,-1,-1,-2,-2,-2,3994,4001,0,0,0,0,774,-3994,0,0,0,1548,795.8333333333334,0
A6278,300000,0,0,1,1,1,2,0,0,0,2,131372,2795,4749,2772,5313,0,2310,-140870,-130004,-56066,-120212,-63416,2989.8333333333335,1
A6279,100000,0,1,1,2,0,0,2,2,2,0,23423,4620,2310,2310,0,1155,1155,-23423,-26242,-22714,-23453,-21058,1925.0,0
A6280,1000000,0,2,0,1,0,0,0,0,0,0,322136,11781,11927,12003,12409,13308,12465,-322136,-328701,-335243,-342247,-349877,12315.5,0
A6281,500000,0,2,0,1,-1,-1,-2,-1,-1,-1,0,0,0,2338,0,1545,0,0,4676,-2338,1545,-1545,647.1666666666666,0
A6282,100000,1,0,1,0,4,3,2,0,0,-2,58159,0,1386,1848,0,0,0,-62317,-56290,-42966,0,0,539.0,1
A6283,200000,0,2,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
A6284,400000,1,1,0,0,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
A6286,400000,1,1,1,1,1,3,2,2,2,0,196597,7623,0,15015,0,6930,6930,-196597,-220679,-187655,-194747,-166720,6083.0,0
A6289,1000000,1,0,0,1,-1,-1,-1,-1,-1,-1,-23,0,4419,1964,1866,1790,878,4442,-2432,-98,-76,-912,1819.5,0
A6290,400000,0,2,0,0,2,2,0,0,0,0,290998,173,7782,7907,7854,9875,5329,-306562,-220841,-210968,-215059,-221356,6486.666666666667,0
A6292,500000,1,2,0,2,0,0,0,0,0,0,173580,7759,31155,3266,94040,100268,6406,-173580,-100455,-80628,-250448,-174301,40482.333333333336,1
A6293,1500000,0,0,1,1,0,0,0,0,0,0,34008,2871,3003,1386,2079,2310,3058,-34008,-35274,-36071,-37563,-39198,2451.1666666666665,1
A6296,1000000,0,2,1,1,0,0,0,0,0,0,233234,13860,10395,11550,9240,11550,9240,-233234,-237512,-243652,-248219,-255068,10972.5,0
A6297,300000,1,2,1,0,0,0,0,0,0,0,242756,13860,13860,9240,11550,9240,9240,-242756,-247549,-244832,-250905,-239078,11165.0,0
A6299,300000,0,2,1,0,-2,-2,-2,-2,-2,-2,14183,14183,13426,32236,52407,36085,5867,12669,51046,72578,19763,-24351,25700.666666666668,0
A6301,100000,0,2,1,0,1,2,2,2,2,2,18184,2310,4158,1155,0,2310,0,-26500,-24320,-22465,-26396,-23373,1655.5,0
A6302,300000,0,2,1,2,0,0,0,0,-2,-2,5188,3003,2310,0,0,0,0,-5188,-7022,0,0,0,885.5,0
A6303,1000000,0,2,1,0,-1,-1,-1,0,0,-1,21515,21515,62802,32296,21663,29473,39224,41287,-29813,-55396,-44763,9751,34495.5,0
A6304,200000,0,0,1,0,0,0,0,0,0,0,23684,11550,6930,4620,4620,9240,1848,-23684,-17868,-15992,-16251,-21194,6468.0,0
A6305,500000,1,2,1,1,-1,-1,-1,-1,0,-1,231,231,252,8376,0,2095,2790,21,8124,-4304,-4073,1425,2290.6666666666665,1
A6307,1000000,1,0,1,1,-1,-1,-1,-1,-1,-1,38415,38607,36419,89961,36685,36519,70672,-1996,53724,-52828,16,34336,51477.166666666664,0
A6308,400000,1,0,0,2,-2,-2,-2,-2,-2,-2,34327,34366,45294,30677,33100,78986,18203,56261,16076,35565,124872,-42580,40104.333333333336,0
A6310,400000,0,2,0,1,0,0,0,0,0,0,128214,34650,2772,0,0,0,0,-128214,-50936,-40102,-40102,-27720,6237.0,0
A6311,1500000,0,0,0,1,-2,-2,-2,-2,-2,-1,0,0,0,0,0,231,693,0,0,0,462,462,154.0,0
A6312,1500000,1,0,0,2,1,-1,-1,-1,-1,-1,100550,100561,241178,165803,140339,0,18942,140628,-75165,-25464,-140339,18942,111137.16666666667,0
A6314,1000000,1,0,1,0,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
A6315,400000,1,0,1,0,0,0,0,0,0,0,309318,14784,16170,11550,12012,11781,11550,-309318,-310815,-312199,-314915,-315655,12974.5,0
A6316,100000,1,0,1,0,0,0,2,0,0,0,14960,5775,0,524,552,7882,0,-14960,-15425,-14662,-29697,-18660,2455.5,1
A6317,500000,0,0,1,1,-2,-2,-2,-2,-2,-2,-81,0,8210,4285,3088,33592,6826,16501,441,1912,64112,-19774,9333.5,0
A6318,500000,1,2,0,1,0,0,0,0,0,0,304058,10640,15743,4158,4620,4620,4620,-304058,-315149,-124874,-127969,-130972,7400.166666666667,0
A6319,100000,1,2,1,0,2,0,0,0,0,2,34696,3465,3696,1340,3696,1617,0,-34696,-37096,-37147,-40247,-40875,2302.3333333333335,1
A6320,1000000,1,0,0,1,-1,-1,-1,-1,-1,-1,5054,5054,6239,5606,2550,5456,1199,1185,-633,-3056,2906,-4257,4350.666666666667,0
A6321,100000,1,2,1,2,5,4,3,2,3,2,59725,0,0,4881,0,0,5061,-59725,-72730,-61328,-59711,-68530,1657.0,1
A6322,1500000,0,2,0,1,-2,-2,-2,-2,-2,-2,34662,34668,2772,12139,10547,0,8427,-29118,-7801,-18765,-40460,16854,11425.5,0
A6323,200000,0,1,1,1,-1,-1,0,0,0,-1,46960,47103,2772,8450,0,25248,26974,-44188,-35156,-37325,-33021,1726,18424.5,0
A6324,300000,0,2,1,1,0,0,0,0,0,0,131081,6470,5313,3726,3682,3821,2823,-131081,-129494,-119134,-110106,-101076,4305.833333333333,0
A6325,1500000,1,0,0,2,-1,-1,-1,-1,-1,-1,66540,66884,94772,83329,106482,238080,356482,28232,-11443,23153,131598,118402,157671.5,0
A6326,200000,1,1,0,2,-1,-1,0,0,0,0,5147,10626,3465,4620,4620,2310,6930,-1682,-7593,-11187,-14735,-15888,5428.5,0
A6327,200000,0,2,0,1,-1,-1,-1,-1,-1,-1,93086,93086,15239,8004,23370,0,1536,-77847,-7235,21834,-23370,1536,23539.166666666668,0
A6328,100000,0,2,1,0,2,2,2,2,0,0,17295,4620,2079,0,2079,5775,0,-21453,-18743,-22257,-19878,-25290,2425.5,1
A6329,1500000,1,0,1,1,0,0,0,0,0,0,331596,11550,11585,11550,11550,11550,11550,-331596,-338385,-321448,-328798,-335899,11555.833333333334,0
A6331,1500000,0,2,1,0,0,0,0,0,0,0,841505,29023,23100,14960,12680,11550,11550,-841505,-603337,-497978,-403640,-273592,17143.833333333332,0
A6333,400000,1,0,0,2,0,0,0,0,0,0,412367,27027,8316,8085,8085,7623,8085,-412367,-226833,-231249,-220903,-206680,11203.5,1
A6335,200000,0,2,0,1,2,2,2,2,3,2,150959,6930,6006,13860,0,5775,2691,-162971,-180824,-163040,-177131,-167988,5877.0,1
A6337,1000000,0,0,1,0,0,0,-1,0,0,0,0,0,42777,12,564,2398,95865,0,-42765,-38286,-28217,-15385,23602.666666666668,0
A6338,100000,1,1,1,0,2,2,-1,-1,2,0,23922,0,1386,48279,2,1860,1737,-26694,46995,-48270,-50932,-46951,8877.333333333334,0
A6340,500000,0,2,1,1,-1,-1,-1,-1,0,-1,19143,19150,21776,5174,36960,4796,1924,2633,-16602,32248,-37741,-2872,14963.333333333334,0
A6343,400000,1,0,0,2,-1,-1,-1,-1,-1,-1,19543,19566,3885,18244,7706,2252,0,-15658,14359,-10538,-5454,-2252,8608.833333333334,0
A6344,400000,1,1,0,2,2,2,2,2,2,0,42063,2310,2310,4620,0,2079,4620,-46683,-52224,-46879,-49961,-47115,2656.5,1
A6346,1500000,0,2,1,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
A6347,200000,0,2,0,1,-1,-1,-1,-1,-1,0,901,901,901,901,1802,0,0,0,0,901,-1802,-901,750.8333333333334,0
A6348,1000000,0,2,1,1,-1,3,2,2,2,0,185784,0,0,39270,0,11585,9917,-185784,-259958,-217299,-236723,-221587,10128.666666666666,0
A6349,200000,1,0,1,1,2,2,2,2,2,2,147440,6930,5775,6006,6006,6006,4620,-158990,-161427,-163580,-166798,-167126,5890.5,1
A6350,1500000,1,0,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
A6351,1000000,1,0,0,1,-1,-1,-1,-1,-1,-1,1786,1908,0,3934,760,573,1622,-1786,3934,-3174,-187,1049,1466.1666666666667,0
A6352,1000000,0,0,1,1,2,0,0,0,0,0,223352,11550,13860,11550,9240,18480,11550,-223352,-233363,-216535,-222264,-236884,12705.0,1
A6353,200000,1,0,1,1,2,4,3,2,0,0,56662,575,0,0,3465,4851,0,-56662,-55070,-59575,-53132,-56727,1481.8333333333333,0
A6354,1000000,0,0,0,2,1,-1,-1,-2,-2,-2,1984,2003,0,16,0,0,0,-1984,1910,1878,5295,5295,336.5,0
A6355,400000,0,0,1,2,-2,-2,-2,-2,-2,-2,-462,0,0,462,6396,0,0,462,1386,12792,-6396,0,1143.0,0
A6356,300000,0,2,0,1,1,-2,-1,-1,-1,-1,0,0,852,127,17302,2174,647,1704,-725,17302,-15128,-1527,3517.0,0
A6357,200000,0,2,0,0,0,-1,0,0,0,0,35507,35544,3465,4620,2310,4620,4620,-32042,-32717,-35844,-33922,-32377,9196.5,0
A6358,200000,0,0,0,1,-1,2,-1,-1,2,2,1074,0,1756,1386,0,6930,0,-4586,-370,-3142,-15057,-8127,1678.6666666666667,1
A6359,1000000,1,0,0,2,0,0,-1,-1,-1,2,12437,3548,10418,6126,347,427,0,-12437,-4241,-5728,80,-774,3477.6666666666665,0
A6362,300000,0,2,0,0,2,0,0,0,0,2,172647,8085,6937,4412,5544,7623,0,-172647,-163650,-147664,-132423,-137801,5433.5,1
A6363,100000,1,1,1,1,1,2,0,0,0,0,44440,0,3008,1582,1728,1610,1594,-50456,-46674,-45248,-46285,-45923,1587.0,0
A6365,100000,0,1,0,2,0,0,0,0,0,0,75299,11425,4620,2818,2846,2430,3465,-75299,-74588,-72248,-70289,-67847,4600.666666666667,0
A6368,500000,0,2,0,1,1,-2,-1,0,0,0,-5380,0,10266,494,0,0,0,25912,-4392,-5380,-1964,0,1793.3333333333333,0
A6369,100000,0,0,1,0,0,0,0,2,2,2,47695,6930,9240,0,11550,0,18480,-47695,-49806,-65692,-47630,-77574,7700.0,0
A6370,200000,0,2,0,1,0,0,0,0,-2,-2,114463,4946,4967,0,0,0,0,-114463,-106098,0,0,0,1652.1666666666667,0
A6371,300000,1,2,1,1,3,3,2,2,-2,-2,255313,0,0,0,0,0,0,-255313,-239390,83,42,42,0.0,0
A6372,100000,0,2,1,0,-1,-1,-1,-1,-2,-2,413,413,3855,0,0,0,0,3442,-3855,0,0,0,711.3333333333334,1
A6374,300000,1,0,0,2,4,5,4,3,2,0,237542,8094,0,0,0,8013,7905,-237542,-231758,-226110,-238336,-222130,4002.0,1
A6375,1500000,1,0,1,2,1,-2,-2,-2,-1,2,0,0,0,0,4387,0,162162,0,0,8774,-4387,-328364,27758.166666666668,0
A6377,400000,0,0,1,1,-2,-2,-2,-2,-1,-1,-922,922,922,0,922,347,462,2766,0,1844,-575,115,595.8333333333334,0
A6379,300000,1,0,1,1,1,2,2,-1,-1,-1,1444,693,0,1155,693,1155,693,-1444,-3003,-404,462,-58,731.5,1
A6380,200000,0,2,0,0,2,2,2,0,0,2,66858,8316,0,2379,5544,2772,0,-66858,-69863,-65717,-70175,-71451,3168.5,1
A6381,400000,1,2,0,1,0,0,0,0,0,0,336066,23100,16170,9240,18644,9240,7584,-336066,-338207,-330002,-337276,-301966,13996.333333333334,0
A6382,500000,0,2,0,1,1,-2,-2,-1,0,0,0,0,0,15297,688,2310,2723,0,30594,-14609,-15029,-15040,3503.0,0
A6384,300000,1,2,1,0,0,0,0,0,0,0,204232,10164,9496,4851,5082,5798,4620,-204232,-207560,-160226,-162940,-131150,6668.5,0
A6386,1000000,0,0,1,1,1,-1,0,0,0,0,41580,41580,4620,4620,4620,6930,4620,-36960,-42700,-40208,-44687,-48820,11165.0,0
A6387,200000,1,2,1,0,2,2,0,0,2,2,70945,3165,5105,5059,2310,0,1571,-81155,-74687,-78900,-77062,-63174,2868.3333333333335,1
A6389,1000000,0,0,1,1,1,-2,-2,-2,-1,-1,0,0,0,0,1640,17581,10973,0,0,3280,15941,-6608,5032.333333333333,0
A6390,100000,1,1,1,1,0,0,0,0,0,-2,21702,3234,2310,0,0,0,0,-21702,-23100,-23100,0,0,924.0,0
A6391,400000,0,2,1,1,-1,0,0,0,0,0,104932,4620,6930,92421,11550,46200,144003,-104932,-74241,-123906,-119827,-149399,50954.0,0
A6392,1000000,0,2,0,2,1,-2,-2,-1,-1,-1,0,0,0,7288,10511,2920,1878,0,14576,3223,-7591,-1042,3766.1666666666665,0
A6393,1000000,1,0,1,1,-1,-1,-1,-1,-1,0,11065,11065,2079,15821,60635,5082,6930,-8986,13742,44814,-55553,-15322,16935.333333333332,1
A6394,400000,0,2,1,1,0,0,-2,-2,-1,-1,0,0,0,0,347,2310,0,0,0,694,1963,-2310,442.8333333333333,0
A6396,200000,1,0,1,0,-1,-1,-1,-1,2,2,1215,1215,1215,4419,0,2430,0,0,3204,-4419,-7692,-4047,1546.5,1
A6397,200000,0,1,0,0,0,0,0,0,0,0,117399,6958,11550,4620,6930,6930,0,-117399,-72023,-66265,-24962,-26965,6164.666666666667,0
A6398,200000,1,2,1,0,0,0,0,0,0,0,82947,11550,3045,2772,4620,4620,4620,-82947,-69288,-63056,-49720,-53142,5204.5,0
A6399,200000,1,0,1,0,-1,-1,-1,-1,-1,-1,9988,9988,4299,0,4112,5962,4943,-5689,-4299,4112,1850,-1019,4884.0,0
A6401,200000,1,2,1,0,0,0,0,0,0,0,109981,4902,4193,2735,2786,3259,2088,-109981,-102215,-67732,-67704,-68697,3327.1666666666665,0
A6402,200000,1,2,0,0,0,0,0,0,0,0,149330,6930,6930,4620,5775,4620,4620,-149330,-153523,-108542,-100554,-103497,5582.5,0
A6403,200000,0,2,1,1,0,0,0,0,0,0,36366,2922,2952,1411,1460,1543,1365,-36366,-38706,-39476,-40300,-41176,1942.1666666666667,1
A6404,300000,0,1,1,0,0,0,0,0,0,2,90312,4523,4511,3465,8547,0,3927,-90312,-92485,-93749,-100783,-103562,4162.166666666667,1
A6406,500000,1,0,1,1,1,-2,-2,-2,-2,-2,5043,5043,13463,0,5001,1490,10141,21883,-13463,10002,-2021,18792,5856.333333333333,0
A6407,1000000,0,0,1,1,-1,-1,-1,-1,-1,-1,4846,4865,22987,8392,8323,2139,16630,18141,-14539,-69,-6184,14491,10556.0,1
A6408,300000,0,1,0,1,2,2,2,0,0,0,86757,7870,129,1393,1277,993,307,-87015,-70596,-46306,-34431,-34823,1994.8333333333333,0
A6409,200000,0,2,1,1,0,0,0,0,0,0,41000,3234,3031,1580,1638,1682,1638,-41000,-43336,-44195,-45121,-46052,2133.8333333333335,0
A6410,200000,1,2,1,2,0,0,0,0,0,0,168364,5775,4620,4620,4620,4620,4620,-168364,-110102,-111689,-109050,-106935,4812.5,0
A6411,500000,0,0,0,1,-2,-1,-1,-1,-2,-2,2266,2266,4962,0,0,0,0,2696,-4962,0,0,0,1204.6666666666667,0
A6412,1000000,1,1,0,1,0,0,0,0,0,0,782702,27732,23319,19379,19575,17648,15817,-782702,-685765,-547916,-539595,-548281,20578.333333333332,0
A6413,400000,1,2,1,2,0,0,0,0,0,0,305276,12326,11319,6484,6694,6267,6664,-305276,-298537,-210166,-213860,-178295,8292.333333333334,1
A6415,400000,0,0,0,1,1,-1,-1,-2,-2,-2,1940,1940,0,0,0,0,0,-1940,0,0,0,0,323.3333333333333,0
A6416,200000,1,2,0,2,0,0,0,0,0,0,119104,4671,3952,3659,3641,3904,2968,-119104,-117919,-111481,-106717,-99914,3799.1666666666665,0
A6417,300000,0,2,0,1,2,2,0,0,2,2,246375,0,12012,17787,0,18018,0,-270399,-241180,-251072,-281686,-257738,7969.5,1
A6418,200000,1,2,1,0,0,0,-1,0,0,-2,13708,2310,57004,0,0,0,0,-13708,-38431,-9240,0,0,9885.666666666666,0
A6419,100000,1,0,0,1,0,0,2,0,0,0,67186,5551,2772,1358,1358,1326,0,-67186,-70357,-67614,-67170,-66186,2060.8333333333335,0
A6420,100000,0,2,1,0,0,0,2,0,0,0,72624,8085,0,0,0,0,0,-72624,-70210,-69286,-68917,-36868,1347.5,0
A6421,500000,1,2,1,1,0,0,0,0,0,2,188734,6865,6819,7177,13989,0,6930,-188734,-192400,-196546,-207223,-161208,6963.333333333333,1
A6423,1000000,1,0,1,1,0,0,0,0,0,0,65297,4620,6930,1848,11550,11550,4620,-65297,-68625,-58690,-58002,-53869,6853.0,0
A6424,500000,1,0,1,0,0,0,0,0,0,-1,42502,24791,51095,39298,0,24731,22312,-42502,-69238,-97822,122,-2296,27037.833333333332,0
A6425,1500000,1,1,0,1,0,0,0,0,0,0,167288,7711,6981,5780,5198,5429,5082,-167288,-149080,-139127,-136378,-135685,6030.166666666667,0
A6427,300000,0,0,1,0,3,2,2,2,0,0,225368,0,19496,0,8947,17863,0,-264360,-241083,-253013,-234703,-238986,7717.666666666667,1
A6428,300000,0,2,1,0,0,0,0,0,0,0,18374,4620,4620,2310,1164,2310,4620,-18374,-22585,-23160,-22308,-21434,3274.0,0
A6429,400000,0,2,1,0,2,2,0,0,0,0,277080,0,42178,7983,8709,8561,8565,-361436,-312448,-221658,-225849,-212996,12666.0,1
A6430,100000,1,2,1,0,0,0,0,0,0,0,23188,3015,2310,462,453,0,0,-23188,-22601,-23063,-22592,0,1040.0,1
A6431,200000,1,2,1,1,-1,-1,-1,-1,-1,0,0,0,901,901,64897,2335,2229,901,0,63996,-62562,-65288,11877.166666666666,0
A6432,1000000,1,0,0,1,0,0,0,0,0,0,392568,16170,11280,10979,11550,13860,13860,-392568,-317297,-306750,-313356,-321989,12949.833333333334,0
A6433,100000,0,1,0,2,0,0,0,-2,-2,-2,29730,2310,0,0,0,0,0,-29730,0,0,0,0,385.0,0
A6434,100000,0,0,0,1,-1,-1,-1,-2,-1,-1,1155,1155,0,0,14692,25918,0,-1155,0,29384,11226,-25918,6960.833333333333,0
A6435,400000,0,0,1,1,3,2,2,-1,-1,-2,229,0,0,4574,0,0,0,-229,-9148,-4574,0,0,762.3333333333334,0
A6436,1000000,1,2,0,1,-1,-1,2,2,2,0,12419,4620,917,6283,0,2310,1005,-11502,-21524,-11143,-10903,-3525,2522.5,0
A6437,200000,1,2,1,0,-1,0,0,0,0,0,116842,4620,4620,2310,3465,3465,4620,-116842,-107570,-62857,-65313,-67002,3850.0,0
A6438,1000000,0,2,0,1,0,0,0,-1,-1,-1,42650,27817,14301,25161,5909,5387,9469,-42650,-37011,-19224,-522,4101,14674.0,0
A6440,1000000,0,0,1,1,-2,-2,-2,-2,-2,-2,0,0,1178,0,374,0,0,2356,-1178,748,-374,0,258.6666666666667,0
A6441,200000,0,2,1,1,1,-1,0,0,0,0,23627,23627,92400,2294,23331,20619,22518,68773,-113751,-114694,-52134,-35641,30798.166666666668,0
A6442,200000,0,2,1,0,0,0,0,0,0,0,159048,7316,5824,5544,6006,6038,5489,-159048,-160291,-148896,-152509,-155387,6036.166666666667,0
A6443,1000000,0,0,0,0,-2,-2,-2,-2,-2,-2,0,0,17013,0,0,0,20016,34026,-17013,0,0,40032,6171.5,0
A6444,300000,0,2,1,1,0,0,0,0,0,0,246736,12474,12474,9471,9471,9471,9702,-246736,-250552,-251395,-255387,-245049,10510.5,0
A6445,300000,0,2,1,2,0,0,0,0,0,-1,268870,11730,6138,2259,1860,120510,3696,-268870,-261596,-112931,-92957,-111626,24365.5,0
A6447,1000000,0,2,0,2,-1,-1,-1,-1,-1,-2,10176,10176,0,6413,0,0,0,-10176,6413,-6413,0,0,2764.8333333333335,0
A6448,1000000,0,0,0,2,-1,-1,-1,-1,-1,-1,28487,28572,10834,16540,14948,3410,14040,-17653,7349,-1543,-11485,10630,14724.0,0
A6449,100000,0,2,1,0,0,0,0,0,0,0,28286,2941,3216,4620,899,2310,323,-28286,-29970,-32784,-32562,-16274,2384.8333333333335,0
A6450,200000,0,1,1,0,0,0,0,0,0,0,110490,4380,4225,4444,3021,3419,2705,-110490,-112645,-108822,-91049,-92215,3699.0,1
A6451,200000,0,2,0,0,0,0,0,0,0,0,79549,11578,6930,8196,5775,4620,4620,-79549,-66318,-65572,-65514,-65717,6953.166666666667,0
A6452,200000,0,0,1,0,0,0,0,0,0,-1,7570,2310,23888,0,0,8298,9034,-7570,-26184,-21578,-14902,736,7255.0,0
A6454,200000,0,2,0,0,0,0,0,2,2,0,100316,4620,9933,2310,0,4620,3465,-100316,-70242,-70760,-78589,-70328,4158.0,0
A6455,500000,0,2,0,0,0,0,0,0,0,0,278990,21132,9309,9727,8773,9240,9995,-278990,-260531,-265174,-243123,-247470,11362.666666666666,0
A6456,200000,0,0,1,0,1,2,2,2,2,2,126343,6006,4851,4620,5544,5313,5348,-136045,-136976,-139958,-142633,-145487,5280.333333333333,0
A6458,400000,0,2,0,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
A6459,1000000,0,2,1,0,1,-2,-1,0,0,-1,0,0,27501,462,113,10769,14502,55002,-27039,-19289,-5609,3733,8891.166666666666,0
A6461,1000000,0,1,0,2,-1,-1,0,0,-1,-1,151899,151899,3761,453,187022,44802,31074,-148138,-150614,-90739,-141294,-13514,69835.16666666667,0
A6462,400000,1,2,0,2,-2,-2,-2,-2,-2,-2,901,901,901,901,658,0,3853,901,901,415,-658,7949,1202.3333333333333,0
A6463,1000000,0,0,1,2,-1,-1,-1,-1,-2,-2,0,0,2148,0,0,0,0,2148,-2148,0,0,0,358.0,0
A6464,400000,0,2,1,1,-1,-1,-1,-1,-1,-1,27355,55440,18480,31832,28413,29457,13860,-8875,13541,-3419,1051,-15597,29580.333333333332,0
A6465,300000,1,2,1,0,0,0,0,0,0,0,279519,15045,8639,7427,7623,7866,7630,-279519,-274368,-211062,-203315,-203481,9038.333333333334,0
A6466,1000000,0,0,1,1,0,0,0,0,0,0,567987,34650,23118,23100,46200,57750,8085,-567987,-527315,-526620,-428346,-248309,32150.5,0
A6467,500000,0,2,0,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
A6468,500000,1,0,1,0,1,-1,-1,-1,-1,-1,16639,16722,12462,10402,23980,12998,11400,-4177,-1980,13629,-10864,-1534,14660.666666666666,0
A6470,500000,1,0,1,1,-1,-1,-1,-1,-1,-2,1042,1044,0,1400,0,0,0,-1042,1402,-1398,12,12,407.3333333333333,0
A6471,400000,0,1,0,1,0,0,2,2,-2,-2,11317,6951,0,3172,0,0,2402,-11317,-7954,3172,4096,8900,2087.5,0
A6472,1500000,0,2,1,2,-1,-1,-1,-1,-1,-1,158884,158884,134987,22028,134678,148903,32340,-23897,-112959,112650,129725,-116563,105303.33333333333,0
A6473,200000,1,2,0,1,0,0,0,0,0,0,66814,3430,3400,2811,3112,1289,1271,-66814,-68194,-69014,-69764,-36061,2552.1666666666665,0
A6474,400000,0,2,1,0,-1,0,0,0,0,0,75202,3714,5315,5495,5087,6209,4874,-75202,-74595,-74779,-72077,-73199,5115.666666666667,0
A6475,1000000,0,0,1,0,1,2,0,0,0,0,526223,14,15981,12231,11100,11555,6942,-558185,-497389,-411099,-395474,-380767,9637.166666666666,0
A6477,1000000,1,0,1,0,0,0,0,-1,-1,2,25757,3003,2312,319489,39261,11573,222,-25757,-14548,-280228,-333883,-343784,62643.333333333336,0
A6478,1000000,0,0,1,1,-1,0,0,0,0,0,231672,23100,23100,23100,23102,13860,87780,-231672,-250046,-251804,-270720,-280078,32340.333333333332,0
A6479,200000,1,1,1,0,0,0,2,0,0,-1,16965,5775,0,3687,0,3682,0,-16965,-19894,-9480,-3687,-3682,2190.6666666666665,1
A6480,400000,1,2,0,1,-1,-1,-1,-1,-1,-1,901,901,901,901,901,901,901,0,0,0,0,0,901.0,0
A6481,300000,0,2,0,0,1,-1,0,0,0,0,150298,158235,7193,9277,4620,4620,4620,-143105,-152696,-125375,-119637,-122264,31427.5,0
A6482,200000,1,0,0,0,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
A6483,500000,1,2,1,0,0,0,0,0,0,0,314587,17131,15939,11781,23100,12705,15477,-314587,-321120,-323481,-338103,-344100,16022.166666666666,0
A6484,400000,0,2,0,2,-1,-1,-1,-2,-1,-1,4269,4269,0,0,3562,8080,18699,-4269,0,7124,4518,10619,5768.333333333333,1
A6485,500000,0,2,1,0,0,0,0,0,-2,-2,49924,7279,4620,0,0,0,0,-49924,-12148,561,561,561,1983.1666666666667,0
A6486,200000,1,1,1,0,0,0,0,0,2,2,110217,5775,5313,5775,3465,0,2310,-110217,-101654,-68692,-70721,-73862,3773.0,0
A6487,100000,0,1,0,2,2,0,0,0,0,0,28762,6930,2324,333,23100,711,4620,-28762,-25817,-16018,-25879,-17872,6336.333333333333,1
A6488,200000,0,2,0,0,0,0,0,0,0,-2,74072,3927,3973,2315,0,0,0,-74072,-73631,-43165,0,0,1702.5,1
A6489,1500000,0,0,1,1,-1,0,0,0,-2,-2,13033,12629,11610,0,0,0,0,-13033,-20072,303,303,303,4039.8333333333335,0
A6490,1000000,0,2,1,1,1,2,0,0,0,0,134784,0,4967,4888,150,167383,11550,-144718,-137514,-140143,-138106,-302356,31489.666666666668,1
A6491,200000,1,1,0,1,0,0,0,0,0,0,14317,3045,45683,2532,1321,1490,0,-14317,-51873,-45683,-21790,-17295,9011.833333333334,0
A6492,1000000,1,2,0,1,0,0,0,2,2,2,396592,18480,33495,0,34997,17787,0,-396592,-419912,-479703,-473141,-435590,17459.833333333332,0
